shapeid,y,x
102,-71.0899211,42.3615032
102,-71.0896704,42.3614818
103,-71.0852298,42.3618819
103,-71.0851272,42.3618721
103,-71.0850843,42.3618503
103,-71.0850602,42.3618067
103,-71.0851245,42.3613905
103,-71.0851084,42.3613509
103,-71.0850494,42.3613311
103,-71.0849609,42.3613489
103,-71.0848966,42.3618008
103,-71.085037,42.3619124
104,-71.0899211,42.3615032
104,-71.0899401,42.3615447
105,-71.0861821,42.3623548
105,-71.0861849,42.3623029
105,-71.0861875,42.3622821
105,-71.0861104,42.3622729
105,-71.0861701,42.3618501
106,-71.082611,42.373926
106,-71.0824481,42.3737547
106,-71.0824186,42.3737013
106,-71.0824239,42.3736014
106,-71.0824806,42.3734784
107,-71.09012,42.3614408
107,-71.0901303,42.3614655
107,-71.0901367,42.3614965
107,-71.090133,42.3615314
107,-71.0901221,42.361565
107,-71.0901003,42.3615953
107,-71.0900712,42.3616228
107,-71.0900393,42.3616417
107,-71.0899948,42.3616564
107,-71.0899899,42.3616467
108,-71.0847115,42.3614903
108,-71.0845242,42.3614745
108,-71.0843275,42.3614579
109,-71.0990501,42.3649117
109,-71.0989685,42.36489
109,-71.0988226,42.3649407
109,-71.0987368,42.3649217
109,-71.0987196,42.3648583
109,-71.0986607,42.3648432
109,-71.0981006,42.3647016
110,-71.0906217,42.3600908
110,-71.090644,42.3601271
110,-71.0905617,42.3601521
111,-71.0845242,42.3614745
111,-71.0844808,42.3618147
111,-71.0846686,42.3618285
111,-71.0847115,42.3614903
112,-71.0906071,42.3600669
112,-71.0906217,42.3600908
113,-71.0946673,42.3614211
113,-71.0947909,42.3615628
113,-71.0947999,42.3615744
113,-71.094807,42.3615836
113,-71.0948107,42.3615936
113,-71.094812,42.3616056
113,-71.0947988,42.3617027
113,-71.0947306,42.3621116
113,-71.0946443,42.3627682
113,-71.0946615,42.3628824
113,-71.0947044,42.3629648
113,-71.0947063,42.362984
113,-71.094713,42.3630536
114,-71.0864613,42.3730531
114,-71.0858023,42.3740554
114,-71.0857118,42.3741468
114,-71.0856194,42.3742077
114,-71.085252,42.374305
114,-71.0851397,42.3742938
114,-71.0850273,42.3742483
114,-71.0837788,42.3736829
114,-71.0835017,42.3735574
114,-71.083456,42.3735367
114,-71.0832214,42.3734304
115,-71.0905699,42.3600046
115,-71.0905833,42.3600274
116,-71.0988226,42.3649407
116,-71.0988484,42.3649661
116,-71.0988484,42.3649978
116,-71.0989697,42.3650484
117,-71.0815924,42.3610876
117,-71.0816214,42.3611375
117,-71.0816572,42.3611989
117,-71.0819399,42.361646
117,-71.0819089,42.361683
117,-71.0819019,42.361714
117,-71.0819059,42.361733
117,-71.0819259,42.361752
117,-71.0819549,42.361764
117,-71.0819799,42.361766
117,-71.0820249,42.361758
117,-71.0820499,42.361742
117,-71.0820569,42.361716
117,-71.0820569,42.361701
117,-71.0820459,42.361678
117,-71.0820239,42.361658
117,-71.0819859,42.361651
117,-71.0819399,42.361646
118,-71.0844805,42.3619168
118,-71.0847168,42.3619356
118,-71.0848054,42.3619058
118,-71.0849126,42.3619138
118,-71.085037,42.3619124
119,-71.0905833,42.3600274
119,-71.090595,42.3600477
120,-71.0991386,42.3734995
120,-71.098926,42.374447
121,-71.0908592,42.3588802
121,-71.0907343,42.3589183
121,-71.090754,42.3589514
122,-71.0988484,42.3649978
122,-71.0987969,42.3650168
122,-71.098711,42.3649915
122,-71.0987368,42.3649217
123,-71.0921272,42.3585191
123,-71.0921002,42.3584738
123,-71.092011,42.3585027
123,-71.0919723,42.3585141
124,-71.0782397,42.3686831
124,-71.0782189,42.3687678
125,-71.0918699,42.3594502
125,-71.0918847,42.3594741
126,-71.0918919,42.3594858
126,-71.0919563,42.3595919
127,-71.098711,42.3649915
127,-71.0986595,42.3649851
127,-71.0986252,42.3649788
127,-71.0985823,42.3649534
127,-71.0985909,42.3649154
127,-71.0986607,42.3648432
128,-71.0843034,42.3609965
128,-71.0843568,42.3610927
128,-71.0843666,42.3611612
128,-71.0843275,42.3614579
128,-71.0843183,42.3615279
128,-71.0843105,42.3616001
128,-71.0842256,42.3622092
129,-71.0918847,42.3594741
129,-71.0918919,42.3594858
130,-71.082798,42.363594
130,-71.0827093,42.3637754
131,-71.0922336,42.3598683
131,-71.0922513,42.3598774
132,-71.0922513,42.3598774
132,-71.0922598,42.3598907
132,-71.0922649,42.3598986
133,-71.0837886,42.3633639
133,-71.0837564,42.3633494
133,-71.0837207,42.3633365
133,-71.0836885,42.3633265
133,-71.0824092,42.3630222
133,-71.0823524,42.3630022
133,-71.0823311,42.3629912
133,-71.0823151,42.3629779
133,-71.0822623,42.3629103
133,-71.0821756,42.3627762
133,-71.0820902,42.3626638
133,-71.0820774,42.3626402
133,-71.0820713,42.3626169
133,-71.0820698,42.3625901
133,-71.0820701,42.3625637
133,-71.0821211,42.3621748
133,-71.0821253,42.3621427
134,-71.0986595,42.3649851
134,-71.0984681,42.3653259
135,-71.0922095,42.3595086
135,-71.0922603,42.3595893
136,-71.0922603,42.3595893
136,-71.0923283,42.3595677
137,-71.0923283,42.3595677
137,-71.0923439,42.3595846
137,-71.0923828,42.3596266
137,-71.0924911,42.3596654
