shapeid,y,x
99,-71.0862143,42.3813165
100,-71.096367,42.3775479
100,-71.0964215,42.3775976
100,-71.0979854,42.3784523
100,-71.0980736,42.3784824
101,-71.112929,42.3851327
101,-71.1130041,42.3852821
101,-71.1134548,42.3857318
102,-71.0722237,42.3570806
102,-71.0723347,42.3573536
103,-71.0980999,42.3819517
103,-71.098082,42.3818762
103,-71.0980802,42.3818319
103,-71.0980925,42.3817816
103,-71.0981222,42.381746
103,-71.0981803,42.3817115
103,-71.0983039,42.38165
104,-71.104223,42.384717
104,-71.103567,42.384467
104,-71.103001,42.3852926
105,-71.1190277,42.3950743
105,-71.1186097,42.3948947
105,-71.1177573,42.3945236
105,-71.1168213,42.3941212
105,-71.1161927,42.3938475
105,-71.1155532,42.3935716
105,-71.1148882,42.3932827
105,-71.1140032,42.3929011
105,-71.1131596,42.3925362
105,-71.1124076,42.3922111
105,-71.1116462,42.3918661
105,-71.1108948,42.3915271
105,-71.110202,42.3912169
105,-71.1094169,42.390863
105,-71.1087025,42.3905354
105,-71.1079674,42.3902058
105,-71.1072794,42.3899023
105,-71.1067968,42.3896838
105,-71.1060851,42.3893628
105,-71.1055673,42.3891534
105,-71.1052269,42.3890343
105,-71.1042902,42.3887189
105,-71.1034251,42.3884252
105,-71.102696,42.388176
105,-71.1019,42.387907
105,-71.1011089,42.3876325
105,-71.100261,42.387347
105,-71.099921,42.387237
105,-71.099242,42.38701
105,-71.098724,42.386836
105,-71.0981734,42.3866498
105,-71.097825,42.386532
105,-71.096878,42.386209
105,-71.0967725,42.386168
105,-71.0960613,42.385892
105,-71.094174,42.385148
105,-71.0935001,42.3848835
105,-71.092918,42.384659
105,-71.092648,42.3845473
106,-71.0732742,42.3572088
106,-71.0732604,42.3572523
106,-71.0732565,42.3572707
106,-71.0732542,42.3572901
106,-71.0732556,42.3573092
106,-71.0732588,42.3573288
106,-71.0732704,42.3573739
106,-71.0732991,42.3574274
106,-71.0733352,42.357467
106,-71.0733939,42.3575196
106,-71.073445,42.35755
106,-71.0735031,42.3575758
106,-71.073541,42.3575887
106,-71.0735708,42.3575945
